,OBJECTID,BYGNING_ID,FYLKES_NR,FYLKES_NAVN,KOMMUNE_NR,KOMMUNE_NAVN,BYGNINGS_NR,BYGNING_LNR,BYGNINGSTYPE_NR,BYGNINGSTYPE_NAVN,BYGNINGSSTATUS_NR,BYGNINGSSTATUS_NAVN,GODKJENT_DATO,IGANGSATT_DATO,TATT_I_BRUK_DATO,TATT_I_BRUK,NAERINGSGRUPPE_KODE,NAERINGSGRUPPE_NAVN,PAABYGG_TILBYGG_KODE,PAABYGG_TILBYGG_NAVN,REGISTRERT_IGANGSATT_DATO,REGISTRERT_GODKJENT_DATO,VANNFORSYNING_NR,VANNFORSYNING_NAVN,BRUKSAREAL_TOTALT,BRUKSAREAL_BOLIG,BRUKSAREAL_ANNET_BOLIG,ANTALL_ETASJER,ANTALL_BOLIGER,LKOORDINAT_TYPE,LKOORDINATSYSTEM_NR,LKOORDINATSYSTEM_NAVN,LKOORDINAT_KVALITET_KODE,LKOORDINAT_KVALITET_NAVN,LX_KOORDINAT,LY_KOORDINAT,LZ_KOORDINAT,UKOORDINAT_TYPE,UKOORDINATSYSTEM_NR,UKOORDINATSYSTEM_NAVN,UKOORDINAT_KVALITET_KODE,UKOORDINAT_KVALITET_NAVN,UX_KOORDINAT,UY_KOORDINAT,UZ_KOORDINAT,EIENDOM_ANTALL,HAR_HEIS,BEBYGD_AREAL,Byggtype_profet,Energistandard_profet,Energibronn,Energiomraadeid,SHAPE,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,_utetemperatur,_termisk_energibehov,_elspesifikt_energibehov,_kompressor,_levert_fra_kilde,_spisslast,_fjernvarmeproduksjon,_solcelleproduksjon,_nettutveksling_energi_liste,_nettutveksling_energi,_nettutveksling_effekt
1010,1011,32083,30,VIKEN,3003,SARPSBORG,352888,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19030615,19030615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,154.0,154.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573136.0,620828.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577648.87,279009.32,0.0,1,N,0.0,A,X,,A,"{'x': 620828, 'y': 6573136, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0,0.0,0,[0],[3.53596198 3.32030223 3.18772144 ... 4.27281807 3.92662934 3.81443224],[0.64132017 0.49923592 0.44876883 ... 1.10173525 0.98216708 0.77952233],[1.01027485 0.94865778 0.91077756 ... 1.22080516 1.1218941  1.08983778],"[-2.52568713 -2.37164445 -2.27694389 ... -3.05201291 -2.80473524
 -2.72459446]",[0. 0. 0. ... 0. 0. 0.],0,0,[2.66186988 2.39655148 2.27032394 ... 3.54334558 3.22595527 2.95919789],19700.0,5.0
1011,1012,32084,30,VIKEN,3003,SARPSBORG,352918,0,531,Restaurantbygning kafebygning,TB,Tatt i bruk,10101,10101,19070615,19070615,I,Overnattings- og serveringsvirksomhet,,,10101,10101,1,Tilkn. off. vannverk,375.0,0.0,375.0,3,,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573389.0,620400.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577939.46,278605.64,0.0,1,N,0.0,L,X,,A,"{'x': 620400, 'y': 6573389, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,True,True,0,[0],[6.7885389  6.58914364 6.59363681 ... 7.71887077 7.48548896 7.36761731],[3.82001164 3.75037714 3.71355881 ... 4.06247318 3.9487734  3.84077996],[2.26285445 2.26285445 2.26285445 ... 2.26285445 2.26285445 2.26285445],"[-2.71542535 -2.71542535 -2.71542535 ... -2.71542535 -2.71542535
 -2.71542535]",[1.8102591  1.61086384 1.61535701 ... 2.74059097 2.50720916 2.38933751],0,[-0. -0. -0. ... -0. -0. -0.],"[11.96623875 11.49781372 11.46998175 ... 14.06936403 13.48890063
 13.1451639 ]",98400.0,44.0
1012,1013,32086,30,VIKEN,3003,SARPSBORG,352942,0,136,Andre småhus m/3 boliger el fl,TB,Tatt i bruk,10101,10101,18800615,18800615,G,"Varehandel, reparasjon av motorvogner",,,10101,10101,1,Tilkn. off. vannverk,852.0,644.0,208.0,4,4,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573430.0,620332.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577986.43,278541.57,0.0,1,N,0.0,A,X,,A,"{'x': 620332, 'y': 6573430, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,True,[0],"[19.56259487 18.36946429 17.63596539 ... 23.63922726 21.72394932
 21.10322251]",[3.54808303 2.76200653 2.48279897 ... 6.0953145  5.43380747 4.31268197],0,0,0,"[-19.56259487 -18.36946429 -17.63596539 ... -23.63922726 -21.72394932
 -21.10322251]",0,[3.54808303 2.76200653 2.48279897 ... 6.0953145  5.43380747 4.31268197],34100.0,7.0
1013,1014,32088,30,VIKEN,3003,SARPSBORG,352969,0,311,Kontor- og adm.bygning rådhus,TB,Tatt i bruk,10101,10101,19520615,19520615,L,Omsetning og drift av fast eiendom,,,10101,10101,1,Tilkn. off. vannverk,2947.0,0.0,2947.0,4,,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573448.0,620293.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578007.87,278504.33,0.0,1,J,0.0,C,X,,A,"{'x': 620293, 'y': 6573448, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,True,True,0,[0],"[39.04893293 39.5337439  39.64703866 ... 44.43807057 43.01430709
 41.84311123]","[33.14743753 32.97662056 32.88779798 ... 34.39124245 33.93348789
 33.33481957]","[12.66963229 12.66963229 12.66963229 ... 12.66963229 12.66963229
 12.66963229]","[-15.20355875 -15.20355875 -15.20355875 ... -15.20355875 -15.20355875
 -15.20355875]","[11.17574189 11.66055286 11.77384762 ... 16.56487953 15.14111605
 13.96992019]",0,[-0. -0. -0. ... -0. -0. -0.],"[80.83818588 81.63699086 81.77475781 ... 92.86026609 89.55498457
 86.61392454]",793500.0,335.0
1014,1015,32089,30,VIKEN,3003,SARPSBORG,352977,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19030615,19030615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,107.0,107.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573118.0,620818.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577631.84,278997.74,0.0,1,N,0.0,A,X,,A,"{'x': 620818, 'y': 6573118, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0,0.0,0,[0],[2.45680475 2.30696324 2.21484542 ... 2.96877619 2.72824246 2.65028733],[0.44559259 0.34687171 0.31180691 ... 0.76549137 0.68241479 0.54161616],[0.70194422 0.65913235 0.63281298 ... 0.84822177 0.77949785 0.75722495],"[-1.75486054 -1.64783088 -1.58203244 ... -2.12055442 -1.94874462
 -1.89306238]",[0. 0. 0. ... 0. 0. 0.],0,0,[1.84948102 1.66513642 1.57743287 ... 2.46193491 2.24141048 2.05606607],13700.0,4.0
1015,1016,32090,30,VIKEN,3003,SARPSBORG,352985,0,311,Kontor- og adm.bygning rådhus,TB,Tatt i bruk,10101,10101,19730615,19730615,L,Omsetning og drift av fast eiendom,,,10101,10101,1,Tilkn. off. vannverk,1097.0,0.0,1097.0,4,,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573475.0,620251.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578038.56,278464.92,0.0,1,J,0.0,C,X,,A,"{'x': 620251, 'y': 6573475, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,True,0,0,[0],"[14.53569034 14.71615781 14.75833098 ... 16.54175888 16.01177295
 15.57580354]","[12.33890023 12.27531481 12.24225124 ... 12.80189785 12.63150194
 12.40865187]",0,0,0,0,[-0. -0. -0. ... -0. -0. -0.],"[26.87459056 26.99147262 27.00058222 ... 29.34365673 28.64327489
 27.98445541]",259900.0,82.0
1016,1017,32091,30,VIKEN,3003,SARPSBORG,352993,0,312,Bankbygning posthus,TB,Tatt i bruk,10101,10101,18630615,18630615,K,Finansierings- og forsikringsvirksomhet,,,10101,10101,1,Tilkn. off. vannverk,820.0,0.0,820.0,3,,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573483.0,620210.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578050.21,278424.78,0.0,1,N,0.0,C,X,,A,"{'x': 620210, 'y': 6573483, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,True,True,0,[0],"[10.86532915 11.00022735 11.03175151 ... 12.36485167 11.96869081
 11.64280665]",[9.22324356 9.1757139  9.1509991  ... 9.56933112 9.44196134 9.27538244],[3.52531336 3.52531336 3.52531336 ... 3.52531336 3.52531336 3.52531336],"[-4.23037603 -4.23037603 -4.23037603 ... -4.23037603 -4.23037603
 -4.23037603]",[3.10963975 3.24453795 3.27606211 ... 4.60916227 4.21300141 3.88711726],0,[-0. -0. -0. ... -0. -0. -0.],"[22.49314979 22.71541653 22.75375005 ... 25.83828239 24.91859089
 24.10024368]",211900.0,93.0
1017,1018,32093,30,VIKEN,3003,SARPSBORG,353000,0,212,Verkstedbygning,TB,Tatt i bruk,10101,10101,19200615,19200615,C,Industri,,,10101,10101,1,Tilkn. off. vannverk,425.0,224.0,201.0,2,4,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573158.0,620821.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577671.42,279004.33,0.0,1,N,0.0,L,X,,A,"{'x': 620821, 'y': 6573158, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0,0,[0],[7.69367742 7.46769612 7.47278839 ... 8.74805354 8.48355416 8.34996629],[4.32934652 4.25042742 4.20869999 ... 4.60413627 4.47527652 4.35288396],0,0,0,0,0,"[12.02302394 11.71812354 11.68148838 ... 13.35218981 12.95883068
 12.70285025]",114700.0,33.0
1018,1019,32094,30,VIKEN,3003,SARPSBORG,353019,0,122,"Tomannsbolig, horisontaldelt",TB,Tatt i bruk,10101,10101,19030615,19030615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,231.0,231.0,0.0,3,2,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573126.0,620799.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577641.52,278979.53,0.0,1,N,0.0,A,X,,A,"{'x': 620799, 'y': 6573126, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,0,[0],[5.30394298 4.98045335 4.78158217 ... 6.40922711 5.88994401 5.72164836],[0.96198026 0.74885388 0.67315324 ... 1.65260287 1.47325062 1.16928349],0,0,0,0,0,[6.26592323 5.72930723 5.45473541 ... 8.06182998 7.36319462 6.89093185],44800.0,13.0
1019,1020,32095,30,VIKEN,3003,SARPSBORG,353027,0,122,"Tomannsbolig, horisontaldelt",TB,Tatt i bruk,10101,10101,19510614,19510615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,280.0,280.0,0.0,3,2,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573296.0,619220.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577952.96,277421.55,0.0,1,N,0.0,A,X,,A,"{'x': 619220, 'y': 6573296, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0,0.0,0,[0],[6.42902179 6.03691315 5.79585717 ... 7.76876013 7.13932607 6.93533134],[1.16603668 0.90770168 0.81594332 ... 2.003155   1.78575832 1.41731332],[1.83686337 1.72483233 1.65595919 ... 2.21964575 2.03980745 1.98152324],"[-4.59215842 -4.31208082 -4.13989798 ... -5.54911438 -5.09951862
 -4.9538081 ]",[0. 0. 0. ... 0. 0. 0.],0,0,[4.83976341 4.35736633 4.12786171 ... 6.4424465  5.86537322 5.3803598 ],35800.0,10.0
1020,1021,32096,30,VIKEN,3003,SARPSBORG,353035,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19601115,19601115,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,187.0,187.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573275.0,619249.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577929.43,277448.55,0.0,1,N,0.0,A,X,,A,"{'x': 619249, 'y': 6573275, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,True,[0],[4.29366812 4.03179557 3.87080461 ... 5.18842195 4.76804991 4.63181057],[0.77874592 0.60621505 0.54493358 ... 1.33782138 1.19263145 0.94656283],0,0,0,"[-4.29366812 -4.03179557 -3.87080461 ... -5.18842195 -4.76804991
 -4.63181057]",0,[0.77874592 0.60621505 0.54493358 ... 1.33782138 1.19263145 0.94656283],7500.0,2.0
1021,1022,32097,30,VIKEN,3003,SARPSBORG,353043,0,122,"Tomannsbolig, horisontaldelt",TB,Tatt i bruk,10101,10101,19481115,19481115,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,317.0,317.0,0.0,3,2,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573264.0,619220.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577921.08,277418.67,0.0,1,N,34.0,A,X,,A,"{'x': 619220, 'y': 6573264, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0,0.0,0,[0],[7.2785711  6.8346481  6.5617383  ... 8.79534629 8.08273701 7.85178584],[1.32012009 1.02764797 0.92376441 ... 2.26785762 2.02173353 1.60460116],[2.07959174 1.9527566  1.87478237 ... 2.51295608 2.30935343 2.24336738],"[-5.19897935 -4.8818915  -4.68695593 ... -6.28239021 -5.77338358
 -5.60841846]",[0. 0. 0. ... 0. 0. 0.],0,0,[5.47930358 4.93316117 4.67332915 ... 7.29376979 6.6404404  6.09133592],40500.0,11.0
1022,1023,32098,30,VIKEN,3003,SARPSBORG,353051,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19480315,19480315,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,181.0,181.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573247.0,619250.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577901.44,277447.03,0.0,1,N,0.0,A,X,,A,"{'x': 619250, 'y': 6573247, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,0,[0],[4.15590337 3.90243314 3.74660767 ... 5.02194851 4.61506435 4.48319633],[0.75375942 0.5867643  0.52744908 ... 1.29489663 1.1543652  0.91619183],0,0,0,0,0,[4.90966279 4.48919744 4.27405675 ... 6.31684514 5.76942955 5.39938816],35100.0,10.0
1023,1024,32099,30,VIKEN,3003,SARPSBORG,353078,0,122,"Tomannsbolig, horisontaldelt",TB,Tatt i bruk,10101,10101,19540315,19540315,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,296.0,296.0,0.0,3,2,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573238.0,619220.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577895.17,277416.33,0.0,1,N,0.0,A,X,,A,"{'x': 619220, 'y': 6573238, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,0,[0],[6.79639446 6.38187961 6.12704901 ... 8.21268928 7.54728756 7.33163599],[1.23266734 0.95957034 0.86256866 ... 2.117621   1.88780166 1.49830266],0,0,0,0,0,"[ 8.0290618   7.34144996  6.98961767 ... 10.33031028  9.43508921
  8.82993864]",57400.0,17.0
1024,1025,32100,30,VIKEN,3003,SARPSBORG,353094,0,121,"Tomannsbolig, vertikaldelt",TB,Tatt i bruk,10101,10101,19820515,19820515,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,168.0,168.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6575850.0,620556.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6580377.48,278982.51,0.0,1,N,0.0,A,X,,C,"{'x': 620556, 'y': 6575850, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,True,0.0,0,[0],[3.85741307 3.62214789 3.4775143  ... 4.66125608 4.28359564 4.1611988 ],[0.69962201 0.54462101 0.48956599 ... 1.201893   1.07145499 0.85038799],0,0,0,0,[-0. -0. -0. ... -0. -0. -0.],[4.55703508 4.16676889 3.9670803  ... 5.86314908 5.35505064 5.0115868 ],23600.0,10.0
1025,1026,32101,30,VIKEN,3003,SARPSBORG,353108,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19820515,19820515,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,150.0,150.0,0.0,1,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6575888.0,620636.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6580408.15,279065.64,0.0,1,N,0.0,A,X,,C,"{'x': 620636, 'y': 6575888, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,True,[0],[3.44411881 3.23406061 3.10492349 ... 4.16183578 3.82463897 3.71535607],[0.6246625  0.48626876 0.4371125  ... 1.07311875 0.95665625 0.75927499],0,0,0,"[-3.44411881 -3.23406061 -3.10492349 ... -4.16183578 -3.82463897
 -3.71535607]",0,[0.6246625  0.48626876 0.4371125  ... 1.07311875 0.95665625 0.75927499],6000.0,1.0
1026,1027,32103,30,VIKEN,3003,SARPSBORG,353124,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19820215,19820215,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,155.0,155.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6575913.0,620646.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6580432.16,279077.86,0.0,1,N,0.0,A,X,,C,"{'x': 620646, 'y': 6575913, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,True,[0],[3.55892278 3.34186264 3.20842093 ... 4.30056364 3.95212693 3.83920128],[0.64548459 0.50247771 0.45168291 ... 1.10888937 0.98854479 0.78458416],0,0,0,"[-3.55892278 -3.34186264 -3.20842093 ... -4.30056364 -3.95212693
 -3.83920128]",0,[0.64548459 0.50247771 0.45168291 ... 1.10888937 0.98854479 0.78458416],6200.0,1.0
1027,1028,32104,30,VIKEN,3003,SARPSBORG,353132,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19820615,19820615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,164.0,164.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6575906.0,620552.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6580433.64,278983.57,0.0,1,N,0.0,A,X,,C,"{'x': 620552, 'y': 6575906, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0,0.0,0,[0],[3.7655699  3.53590627 3.39471634 ... 4.55027379 4.18160527 4.06212264],[0.68296434 0.53165384 0.47790966 ... 1.1732765  1.04594416 0.83014066],[1.07587712 1.01025893 0.96991896 ... 1.30007823 1.19474436 1.16060647],"[-2.68969279 -2.52564734 -2.42479739 ... -3.25019557 -2.98686091
 -2.90151617]",[0. 0. 0. ... 0. 0. 0.],0,0,[2.83471857 2.55217171 2.41774757 ... 3.77343295 3.43543289 3.1513536 ],21000.0,6.0
1028,1029,32105,30,VIKEN,3003,SARPSBORG,353140,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19810715,19810715,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,153.0,153.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6575937.0,620649.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6580455.8,279083.0,0.0,1,N,0.0,A,X,,C,"{'x': 620649, 'y': 6575937, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,True,[0],[3.51300119 3.29874183 3.16702195 ... 4.2450725  3.90113174 3.7896632 ],[0.63715576 0.49599413 0.44585474 ... 1.09458112 0.97578937 0.77446049],0,0,0,"[-3.51300119 -3.29874183 -3.16702195 ... -4.2450725  -3.90113174
 -3.7896632 ]",0,[0.63715576 0.49599413 0.44585474 ... 1.09458112 0.97578937 0.77446049],6100.0,1.0
1029,1030,32106,30,VIKEN,3003,SARPSBORG,353183,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19820615,19820615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,147.0,147.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6576030.0,620594.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6580553.41,279036.57,0.0,1,N,0.0,A,X,,C,"{'x': 620594, 'y': 6576030, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,0,[0],[3.37523644 3.1693794  3.04282502 ... 4.07859907 3.74814619 3.64104895],[0.61216925 0.47654338 0.42837025 ... 1.05165638 0.93752312 0.7440895 ],0,0,0,0,0,[3.98740569 3.64592278 3.47119526 ... 5.13025544 4.68566931 4.38513845],28500.0,8.0
1030,1031,32107,30,VIKEN,3003,SARPSBORG,353213,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19821115,19821115,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,179.0,179.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6576031.0,620558.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6580557.65,279000.79,0.0,1,N,0.0,A,X,,C,"{'x': 620558, 'y': 6576031, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,True,0.0,0,[0],[4.10998179 3.85931233 3.70520869 ... 4.96645737 4.56406916 4.43365825],[0.74543059 0.58028071 0.52162091 ... 1.28058838 1.14160979 0.90606816],[1.17428051 1.10266067 1.05863105 ... 1.41898782 1.30401976 1.2667595 ],"[-2.93570128 -2.75665167 -2.64657764 ... -3.54746955 -3.2600494
 -3.16689875]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[3.09399161 2.78560205 2.63888302 ... 4.11856402 3.74964931 3.43958716],13300.0,6.0
1031,1032,32108,30,VIKEN,3003,SARPSBORG,353221,0,111,Enebolig,TB,Tatt i bruk,10101,19820915,19840415,19840415,X,Bolig,,,19820915,10101,1,Tilkn. off. vannverk,171.0,171.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,6576054.0,620563.0,0.0,U,23,EUREF89 UTM Sone 33,52,DigitFraStrekKart1_1000,6580580.11,279007.85,0.0,1,N,0.0,A,X,,C,"{'x': 620563, 'y': 6576054, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,True,0.0,0,[0],[3.92629545 3.6868291  3.53961277 ... 4.74449279 4.36008842 4.23550593],[0.71211526 0.55434638 0.49830824 ... 1.22335537 1.09058812 0.86557349],[1.1217987  1.05337974 1.01131794 ... 1.35556937 1.24573955 1.21014455],"[-2.80449675 -2.63344936 -2.52829484 ... -3.38892342 -3.11434887
 -3.02536138]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[2.95571266 2.66110587 2.52094411 ... 3.93449411 3.58206722 3.28586259],15800.0,6.0
1032,1033,32109,30,VIKEN,3003,SARPSBORG,353264,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19820815,19820815,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,213.0,213.0,0.0,1,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6576078.0,620589.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6580601.69,279035.91,0.0,1,N,0.0,A,X,,C,"{'x': 620589, 'y': 6576078, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,True,0.0,True,[0],[4.89064872 4.59236607 4.40899135 ... 5.90980681 5.43098733 5.27580563],[0.88702076 0.69050163 0.62069974 ... 1.52382862 1.35845187 1.07817049],0,0,0,"[-4.89064872 -4.59236607 -4.40899135 ... -5.90980681 -5.43098733
 -5.27580563]",[-0. -0. -0. ... -0. -0. -0.],[0.88702076 0.69050163 0.62069974 ... 1.52382862 1.35845187 1.07817049],-14300.0,2.0
1033,1034,32110,30,VIKEN,3003,SARPSBORG,353272,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19810515,19810515,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,145.0,145.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6575832.0,620599.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6580355.68,279023.74,0.0,1,N,0.0,A,X,,C,"{'x': 620599, 'y': 6575832, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,True,[0],[3.32931485 3.12625859 3.00142604 ... 4.02310793 3.697151   3.59151087],[0.60384042 0.4700598  0.42254208 ... 1.03734813 0.9247677  0.73396583],0,0,0,"[-3.32931485 -3.12625859 -3.00142604 ... -4.02310793 -3.697151
 -3.59151087]",0,[0.60384042 0.4700598  0.42254208 ... 1.03734813 0.9247677  0.73396583],5800.0,1.0
1034,1035,32112,30,VIKEN,3003,SARPSBORG,353329,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19821115,19821115,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,190.0,190.0,0.0,1,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6575869.0,620611.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6580391.47,279039.02,0.0,1,N,0.0,A,X,,C,"{'x': 620611, 'y': 6575869, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,True,[0],[4.3625505  4.09647678 3.93290308 ... 5.27165866 4.84454269 4.70611769],[0.79123917 0.61594042 0.55367583 ... 1.35928375 1.21176458 0.96174833],0,0,0,"[-4.3625505  -4.09647678 -3.93290308 ... -5.27165866 -4.84454269
 -4.70611769]",0,[0.79123917 0.61594042 0.55367583 ... 1.35928375 1.21176458 0.96174833],7600.0,2.0
1035,1036,32114,30,VIKEN,3003,SARPSBORG,353345,0,136,Andre småhus m/3 boliger el fl,TB,Tatt i bruk,10101,10101,19361015,19361015,Q,Helse- og sosialtjenester,,,10101,10101,1,Tilkn. off. vannverk,779.0,271.0,508.0,4,2,L,22,EUREF89 UTM Sone 32,,,6573413.0,620016.4,,U,23,EUREF89 UTM Sone 33,,,6577997.89,278225.59,0.0,1,N,0.0,A,X,,A,"{'x': 620016.4000000004, 'y': 6573413, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,True,[0],"[17.88645705 16.79555479 16.12490263 ... 21.61380051 19.86262502
 19.29508255]",[3.24408061 2.52535573 2.27007089 ... 5.57306338 4.96823477 3.94316814],0,0,0,"[-17.88645705 -16.79555479 -16.12490263 ... -21.61380051 -19.86262502
 -19.29508255]",0,[3.24408061 2.52535573 2.27007089 ... 5.57306338 4.96823477 3.94316814],31200.0,6.0
