,OBJECTID,BYGNING_ID,FYLKES_NR,FYLKES_NAVN,KOMMUNE_NR,KOMMUNE_NAVN,BYGNINGS_NR,BYGNING_LNR,BYGNINGSTYPE_NR,BYGNINGSTYPE_NAVN,BYGNINGSSTATUS_NR,BYGNINGSSTATUS_NAVN,GODKJENT_DATO,IGANGSATT_DATO,TATT_I_BRUK_DATO,TATT_I_BRUK,NAERINGSGRUPPE_KODE,NAERINGSGRUPPE_NAVN,PAABYGG_TILBYGG_KODE,PAABYGG_TILBYGG_NAVN,REGISTRERT_IGANGSATT_DATO,REGISTRERT_GODKJENT_DATO,VANNFORSYNING_NR,VANNFORSYNING_NAVN,BRUKSAREAL_TOTALT,BRUKSAREAL_BOLIG,BRUKSAREAL_ANNET_BOLIG,ANTALL_ETASJER,ANTALL_BOLIGER,LKOORDINAT_TYPE,LKOORDINATSYSTEM_NR,LKOORDINATSYSTEM_NAVN,LKOORDINAT_KVALITET_KODE,LKOORDINAT_KVALITET_NAVN,LX_KOORDINAT,LY_KOORDINAT,LZ_KOORDINAT,UKOORDINAT_TYPE,UKOORDINATSYSTEM_NR,UKOORDINATSYSTEM_NAVN,UKOORDINAT_KVALITET_KODE,UKOORDINAT_KVALITET_NAVN,UX_KOORDINAT,UY_KOORDINAT,UZ_KOORDINAT,EIENDOM_ANTALL,HAR_HEIS,BEBYGD_AREAL,Byggtype_profet,Energistandard_profet,Energibronn,Energiomraadeid,SHAPE,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,_utetemperatur,_termisk_energibehov,_elspesifikt_energibehov,_kompressor,_levert_fra_kilde,_spisslast,_fjernvarmeproduksjon,_solcelleproduksjon,_nettutveksling_energi_liste,_nettutveksling_energi,_nettutveksling_effekt
1036,1037,32119,30,VIKEN,3003,SARPSBORG,353418,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19090615,19090615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,256.0,256.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573461.0,619950.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578051.69,278163.75,0.0,1,N,0.0,A,X,,A,"{'x': 619950, 'y': 6573461, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,True,[0],[5.87796278 5.51946345 5.29906941 ... 7.10286641 6.52738383 6.34087437],[1.06609068 0.82989868 0.74600532 ... 1.831456   1.63269332 1.29582932],0,0,0,"[-5.87796278 -5.51946345 -5.29906941 ... -7.10286641 -6.52738383
 -6.34087437]",0,[1.06609068 0.82989868 0.74600532 ... 1.831456   1.63269332 1.29582932],10300.0,2.0
1037,1038,32122,30,VIKEN,3003,SARPSBORG,353434,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19130615,19130615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,178.0,178.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573470.0,619933.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578062.18,278147.62,0.0,1,N,0.0,A,X,,A,"{'x': 619933, 'y': 6573470, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,True,0.0,True,[0],[4.08702099 3.83775193 3.6845092  ... 4.9387118  4.53857157 4.40888921],[0.74126617 0.57703892 0.51870683 ... 1.27343425 1.13523208 0.90100633],0,0,0,"[-4.08702099 -3.83775193 -3.6845092  ... -4.9387118  -4.53857157
 -4.40888921]",[-0. -0. -0. ... -0. -0. -0.],[0.74126617 0.57703892 0.51870683 ... 1.27343425 1.13523208 0.90100633],800.0,1.0
1038,1039,32123,30,VIKEN,3003,SARPSBORG,353442,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19090615,19090615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,189.0,189.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573517.0,619929.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578109.37,278147.86,0.0,1,N,0.0,A,X,,A,"{'x': 619929, 'y': 6573517, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,0,[0],[4.33958971 4.07491637 3.91220359 ... 5.24391309 4.8190451  4.68134865],[0.78707476 0.61269863 0.55076174 ... 1.35212962 1.20538687 0.95668649],0,0,0,0,0,[5.12666446 4.68761501 4.46296533 ... 6.59604271 6.02443196 5.63803515],36600.0,11.0
1039,1040,32124,30,VIKEN,3003,SARPSBORG,353450,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19210615,19210615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,273.0,273.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573486.0,619904.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578080.74,278120.16,0.0,1,N,0.0,A,X,,A,"{'x': 619904, 'y': 6573486, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,0,[0],[6.26829624 5.88599032 5.65096074 ... 7.57454113 6.96084292 6.76194806],[1.13688576 0.88500913 0.79554474 ... 1.95307612 1.74111437 1.38188049],0,0,0,0,0,[7.405182   6.77099945 6.44650548 ... 9.52761725 8.70195728 8.14382855],52900.0,16.0
1040,1041,32125,30,VIKEN,3003,SARPSBORG,353469,0,136,Andre småhus m/3 boliger el fl,TB,Tatt i bruk,10101,10101,19340615,19340615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,422.0,422.0,0.0,3,4,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573542.0,619886.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578138.15,278107.27,0.0,1,N,0.0,A,X,,A,"{'x': 619886, 'y': 6573542, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0,0.0,0,[0],"[ 9.68945427  9.09849053  8.73518474 ... 11.70863134 10.75998429
 10.45253509]",[1.75738385 1.3680361  1.22974315 ... 3.01904075 2.6913929  2.13609365],[2.7684155  2.59956872 2.49576707 ... 3.34532324 3.07428123 2.9864386 ],"[-6.92103876 -6.49892181 -6.23941767 ... -8.3633081  -7.68570306
 -7.46609649]",[0. 0. 0. ... 0. 0. 0.],0,0,[7.29421486 6.56717354 6.22127729 ... 9.70968723 8.83995535 8.10897085],54000.0,15.0
1041,1042,32126,30,VIKEN,3003,SARPSBORG,353477,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19300615,19300615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,157.0,157.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573501.0,619883.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578097.57,278100.59,0.0,1,N,0.0,A,X,,A,"{'x': 619883, 'y': 6573501, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,True,[0],[3.60484436 3.38498344 3.24981991 ... 4.35605479 4.00312212 3.88873936],[0.65381342 0.5089613  0.45751108 ... 1.12319762 1.0013002  0.79470783],0,0,0,"[-3.60484436 -3.38498344 -3.24981991 ... -4.35605479 -4.00312212
 -3.88873936]",0,[0.65381342 0.5089613  0.45751108 ... 1.12319762 1.0013002  0.79470783],6300.0,1.0
1042,1043,32128,30,VIKEN,3003,SARPSBORG,353493,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19240615,19240615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,352.0,352.0,0.0,4,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573506.0,619864.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578104.26,278082.11,0.0,1,N,0.0,A,X,1,A,"{'x': 619864, 'y': 6573506, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0,0.0,0,[0],[8.08219882 7.58926224 7.28622044 ... 9.76644131 8.97515277 8.71870226],[1.46587468 1.14111068 1.02575732 ... 2.518252   2.24495332 1.78176532],[2.30919966 2.16836064 2.08177727 ... 2.7904118  2.56432936 2.49105779],"[-5.77299916 -5.4209016  -5.20444317 ... -6.97602951 -6.41082341
 -6.22764447]",[0. 0. 0. ... 0. 0. 0.],0,0,[6.084274   5.47783196 5.18931186 ... 8.09907561 7.37361205 6.7638809 ],45000.0,12.0
1043,1044,32129,30,VIKEN,3003,SARPSBORG,353507,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19240615,19240615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,160.0,160.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573562.0,619816.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578164.38,278039.32,0.0,1,N,0.0,A,X,,A,"{'x': 619816, 'y': 6573562, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,True,0.0,0,[0],[3.67372674 3.44966466 3.31191838 ... 4.4392915  4.0796149  3.96304648],[0.66630667 0.51868667 0.46625333 ... 1.14466    1.02043333 0.80989333],[1.04963621 0.98561847 0.9462624  ... 1.268369   1.16560426 1.13229899],"[-2.62409053 -2.46404618 -2.36565599 ... -3.1709225  -2.91401064
 -2.83074749]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[2.76557909 2.48992362 2.35877812 ... 3.681398   3.35164184 3.07449132],14800.0,6.0
1044,1045,32130,30,VIKEN,3003,SARPSBORG,353515,0,111,Enebolig,TB,Tatt i bruk,10101,10101,18700615,18700615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,147.0,147.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573410.0,620104.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577987.02,278312.6,0.0,1,N,0.0,A,X,,A,"{'x': 620104, 'y': 6573410, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,True,0.0,True,[0],[3.37523644 3.1693794  3.04282502 ... 4.07859907 3.74814619 3.64104895],[0.61216925 0.47654338 0.42837025 ... 1.05165638 0.93752312 0.7440895 ],0,0,0,"[-3.37523644 -3.1693794  -3.04282502 ... -4.07859907 -3.74814619
 -3.64104895]",[-0. -0. -0. ... -0. -0. -0.],[0.61216925 0.47654338 0.42837025 ... 1.05165638 0.93752312 0.7440895 ],600.0,1.0
1045,1046,32132,30,VIKEN,3003,SARPSBORG,353531,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19210615,19210615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,192.0,192.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573514.0,619841.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578114.3,278059.91,0.0,1,N,0.0,A,X,,A,"{'x': 619841, 'y': 6573514, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,True,0.0,0,[0],[4.40847208 4.13959759 3.97430206 ... 5.3271498  4.89553788 4.75565578],[0.79956801 0.62242401 0.55950399 ... 1.373592   1.22451999 0.97187199],[1.25956345 1.18274217 1.13551487 ... 1.5220428  1.39872511 1.35875879],"[-3.14890863 -2.95685542 -2.83878719 ... -3.805107   -3.49681277
 -3.39689698]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[3.31869491 2.98790834 2.83053374 ... 4.4176776  4.02197021 3.68938958],17700.0,7.0
1046,1047,32133,30,VIKEN,3003,SARPSBORG,353558,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19310915,19310915,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,230.0,230.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573571.0,619792.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578175.5,278016.22,0.0,1,N,0.0,A,X,,A,"{'x': 619792, 'y': 6573571, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0,0.0,0,[0],[5.28098218 4.95889294 4.76088268 ... 6.38148154 5.86444641 5.69687931],[0.95781584 0.74561209 0.67023916 ... 1.64544875 1.46687291 1.16422166],[1.50885205 1.41682656 1.36025219 ... 1.82328044 1.67555612 1.6276798 ],"[-3.77213013 -3.54206639 -3.40063048 ... -4.5582011  -4.1888903
 -4.06919951]",[0. 0. 0. ... 0. 0. 0.],0,0,[3.97551995 3.5792652  3.39074355 ... 5.29200963 4.81798514 4.41958127],29400.0,8.0
1047,1048,32134,30,VIKEN,3003,SARPSBORG,353566,0,122,"Tomannsbolig, horisontaldelt",TB,Tatt i bruk,10101,10101,19240615,19240615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,236.0,236.0,0.0,3,2,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573527.0,619806.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578130.4,278026.21,0.0,1,N,0.0,A,X,,A,"{'x': 619806, 'y': 6573527, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0,0.0,0,[0],[5.41874694 5.08825537 4.88507962 ... 6.54795497 6.01743197 5.84549356],[0.98280234 0.76506284 0.68772366 ... 1.6883735  1.50513916 1.19459266],[1.54821341 1.45378725 1.39573703 ... 1.87084428 1.71926628 1.67014102],"[-3.87053353 -3.63446812 -3.48934258 ... -4.67711069 -4.29816569
 -4.17535254]",[0. 0. 0. ... 0. 0. 0.],0,0,[4.07922916 3.67263734 3.47919773 ... 5.43006205 4.94367171 4.53487469],30200.0,8.0
1048,1049,32135,30,VIKEN,3003,SARPSBORG,353574,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19400615,19400615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,238.0,238.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573578.0,619771.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578184.37,277995.92,0.0,1,N,0.0,A,X,,A,"{'x': 619771, 'y': 6573578, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0,0.0,0,[0],[5.46466852 5.13137618 4.9264786  ... 6.60344611 6.06842716 5.89503164],[0.99113117 0.77154642 0.69355183 ... 1.70268175 1.51789458 1.20471633],[1.56133386 1.46610748 1.40756531 ... 1.88669889 1.73383633 1.68429475],"[-3.90333466 -3.6652687  -3.51891328 ... -4.71674722 -4.33459083
 -4.21073689]",[0. 0. 0. ... 0. 0. 0.],0,0,[4.1137989  3.70376138 3.50868245 ... 5.47607953 4.98556724 4.57330583],30400.0,8.0
1049,1050,32136,30,VIKEN,3003,SARPSBORG,353582,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19270615,19270615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,189.0,189.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573532.0,619776.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578138.08,277996.77,0.0,1,N,0.0,A,X,,A,"{'x': 619776, 'y': 6573532, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0,0.0,0,[0],[4.33958971 4.07491637 3.91220359 ... 5.24391309 4.8190451  4.68134865],[0.78707476 0.61269863 0.55076174 ... 1.35212962 1.20538687 0.95668649],[1.23988277 1.16426182 1.11777245 ... 1.49826088 1.37687003 1.33752819],"[-3.09970693 -2.91065455 -2.79443114 ... -3.74565221 -3.44217507
 -3.34382047]",[0. 0. 0. ... 0. 0. 0.],0,0,[3.2668403  2.94122227 2.78630665 ... 4.34865139 3.95912692 3.63174287],24200.0,7.0
1050,1051,32137,30,VIKEN,3003,SARPSBORG,353590,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19500615,19500615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,99.0,99.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573535.0,619753.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578143.14,277974.12,0.0,1,N,83.0,A,X,,A,"{'x': 619753, 'y': 6573535, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,0,[0],[2.27311842 2.13448001 2.0492495  ... 2.74681162 2.52426172 2.45213501],[0.41227725 0.32093738 0.28849425 ... 0.70825837 0.63139312 0.5011215 ],0,0,0,0,0,[2.68539567 2.45541738 2.33774375 ... 3.45506999 3.15565484 2.95325651],19200.0,6.0
1051,1052,32138,30,VIKEN,3003,SARPSBORG,353604,0,122,"Tomannsbolig, horisontaldelt",TB,Tatt i bruk,10101,10101,19471215,19471215,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,297.0,297.0,0.0,3,2,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573594.0,619743.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578202.83,277969.47,0.0,1,N,0.0,A,X,,A,"{'x': 619743, 'y': 6573594, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0,0.0,0,[0],[6.81935525 6.40344002 6.1477485  ... 8.24043485 7.57278515 7.35640503],[1.23683176 0.96281213 0.86548274 ... 2.12477512 1.89417937 1.50336449],[1.94838722 1.82955429 1.75649957 ... 2.35440996 2.1636529  2.10183001],"[-4.87096804 -4.57388573 -4.39124893 ... -5.8860249  -5.40913225
 -5.25457502]",[0. 0. 0. ... 0. 0. 0.],0,0,[5.13360619 4.62192072 4.37848188 ... 6.83359504 6.22148517 5.70702451],38000.0,10.0
1052,1053,32139,30,VIKEN,3003,SARPSBORG,353612,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19310615,19310615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,256.0,256.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573519.0,619738.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578128.55,277957.74,0.0,1,N,0.0,A,X,,A,"{'x': 619738, 'y': 6573519, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,True,[0],[5.87796278 5.51946345 5.29906941 ... 7.10286641 6.52738383 6.34087437],[1.06609068 0.82989868 0.74600532 ... 1.831456   1.63269332 1.29582932],0,0,0,"[-5.87796278 -5.51946345 -5.29906941 ... -7.10286641 -6.52738383
 -6.34087437]",0,[1.06609068 0.82989868 0.74600532 ... 1.831456   1.63269332 1.29582932],10300.0,2.0
1053,1054,32140,30,VIKEN,3003,SARPSBORG,353620,0,122,"Tomannsbolig, horisontaldelt",TB,Tatt i bruk,10101,10101,19481115,19481115,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,257.0,257.0,0.0,3,2,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573601.0,619723.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578211.6,277950.17,0.0,1,N,0.0,A,X,,A,"{'x': 619723, 'y': 6573601, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,True,0.0,True,[0],[5.90092357 5.54102385 5.3197689  ... 7.13061198 6.55288143 6.36564341],[1.07025509 0.83314047 0.74891941 ... 1.83861012 1.63907103 1.30089116],0,0,0,"[-5.90092357 -5.54102385 -5.3197689  ... -7.13061198 -6.55288143
 -6.36564341]",[-0. -0. -0. ... -0. -0. -0.],[1.07025509 0.83314047 0.74891941 ... 1.83861012 1.63907103 1.30089116],1100.0,2.0
1054,1055,32141,30,VIKEN,3003,SARPSBORG,353639,0,122,"Tomannsbolig, horisontaldelt",TB,Tatt i bruk,10101,10101,19480615,19480615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,252.0,252.0,0.0,3,2,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573610.0,619704.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578222.28,277932.05,0.0,1,N,0.0,A,X,,A,"{'x': 619704, 'y': 6573610, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0,0.0,0,[0],[5.78611961 5.43322183 5.21627145 ... 6.99188412 6.42539346 6.24179821],[1.04943301 0.81693151 0.73434899 ... 1.8028395  1.60718249 1.27558199],[1.65317703 1.5523491  1.49036327 ... 1.99768118 1.8358267  1.78337092],"[-4.13294258 -3.88087274 -3.72590818 ... -4.99420294 -4.58956676
 -4.45842729]",[0. 0. 0. ... 0. 0. 0.],0,0,[4.35578707 3.9216297  3.71507554 ... 5.79820185 5.2788359  4.84232382],32200.0,9.0
1055,1056,32142,30,VIKEN,3003,SARPSBORG,353647,0,671,Kirke kapell,TB,Tatt i bruk,10101,10101,19630615,19630615,Q,Helse- og sosialtjenester,,,10101,10101,1,Tilkn. off. vannverk,978.0,0.0,978.0,2,,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573380.0,620084.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577958.92,278289.98,0.0,1,J,0.0,I,X,,A,"{'x': 620084, 'y': 6573380, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,True,0,[0],"[33.53890833 24.8663614  25.72602506 ... 42.38571872 40.78918321
 39.59510829]","[ 9.7906426   9.50023136  9.35796953 ... 10.39059767  9.92813668
  9.61487839]","[10.53770048 10.53770048 10.53770048 ... 10.53770048 10.53770048
 10.53770048]","[-12.64524057 -12.64524057 -12.64524057 ... -12.64524057 -12.64524057
 -12.64524057]","[10.35596728  1.68342035  2.54308401 ... 19.20277768 17.60624216
 16.41216724]",0,0,"[51.57797811 33.94247301 35.5195385  ... 69.87155398 66.21602196
 63.51461383]",448100.0,203.0
1056,1057,32144,30,VIKEN,3003,SARPSBORG,353663,0,136,Andre småhus m/3 boliger el fl,TB,Tatt i bruk,10101,10101,19521215,19521215,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,482.0,482.0,0.0,4,4,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573604.0,619655.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578220.71,277882.68,0.0,1,N,0.0,A,X,,A,"{'x': 619655, 'y': 6573604, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,True,[0],"[11.06710179 10.39211478  9.97715413 ... 13.37336566 12.28983987
 11.93867752]",[2.00724885 1.5625436  1.40458815 ... 3.44828825 3.0740554  2.43980365],0,0,0,"[-11.06710179 -10.39211478  -9.97715413 ... -13.37336566 -12.28983987
 -11.93867752]",0,[2.00724885 1.5625436  1.40458815 ... 3.44828825 3.0740554  2.43980365],19300.0,4.0
1057,1058,32145,30,VIKEN,3003,SARPSBORG,353671,0,419,Annen eksp. og terminalbygning,TB,Tatt i bruk,10101,10101,19600615,19600615,H,Transport og lagring,,,10101,10101,1,Tilkn. off. vannverk,180.0,0.0,180.0,2,,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573541.0,619632.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578160.01,277854.1,0.0,1,N,0.0,L,X,,A,"{'x': 619632, 'y': 6573541, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0,0,[0],[3.25849867 3.16278895 3.16494567 ... 3.70505797 3.5930347  3.53645631],[1.83360559 1.80018103 1.78250823 ... 1.94998712 1.89541123 1.84357438],0,0,0,0,0,[5.09210426 4.96296997 4.9474539  ... 5.6550451  5.48844593 5.38003069],48600.0,14.0
1058,1059,32147,30,VIKEN,3003,SARPSBORG,353701,0,311,Kontor- og adm.bygning rådhus,TB,Tatt i bruk,10101,10101,19580615,19560615,O,"Off. adm. og forsvar, og trygdeordninger underlagt off. forvaltning",,,10101,10101,1,Tilkn. off. vannverk,2263.0,0.0,2263.0,5,,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573428.0,620087.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578006.48,278297.28,0.0,1,J,0.0,C,X,,A,"{'x': 620087, 'y': 6573428, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0,0,[0],"[29.98565837 30.3579445  30.4449435  ... 34.12397479 33.03066744
 32.13130666]","[25.45390265 25.32273238 25.25452557 ... 26.40901991 26.05751038
 25.59779325]",0,0,0,0,0,"[55.43956102 55.68067688 55.69946906 ... 60.53299469 59.08817782
 57.7290999 ]",609600.0,173.0
1059,1060,32149,30,VIKEN,3003,SARPSBORG,353728,0,131,Rekkehus,TB,Tatt i bruk,10101,10101,19751015,19751015,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,109.0,109.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6574570.43,621691.12,,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6579000.43,279998.36,0.0,1,N,0.0,A,X,,C,"{'x': 621691.1200000001, 'y': 6574570.43, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,True,[0],[2.50272634 2.35008405 2.2562444  ... 3.02426734 2.77923765 2.69982541],[0.45392142 0.3533553  0.31763508 ... 0.77979962 0.6951702  0.55173983],0,0,0,"[-2.50272634 -2.35008405 -2.2562444  ... -3.02426734 -2.77923765
 -2.69982541]",0,[0.45392142 0.3533553  0.31763508 ... 0.77979962 0.6951702  0.55173983],4400.0,1.0
1060,1061,32150,30,VIKEN,3003,SARPSBORG,353736,0,131,Rekkehus,TB,Tatt i bruk,10101,10101,19751015,19751015,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,109.0,109.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6574624.67,621695.53,,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6579054.07,280007.64,0.0,1,N,0.0,A,X,,C,"{'x': 621695.5300000003, 'y': 6574624.67, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0,0.0,0,[0],[2.50272634 2.35008405 2.2562444  ... 3.02426734 2.77923765 2.69982541],[0.45392142 0.3533553  0.31763508 ... 0.77979962 0.6951702  0.55173983],[0.71506467 0.67145258 0.64464126 ... 0.86407638 0.7940679  0.77137869],"[-1.78766167 -1.67863146 -1.61160314 ... -2.16019096 -1.98516975
 -1.92844672]",[0. 0. 0. ... 0. 0. 0.],0,0,[1.88405076 1.69626046 1.60691759 ... 2.50795239 2.283306   2.09449721],13900.0,4.0
1061,1062,32151,30,VIKEN,3003,SARPSBORG,353744,0,131,Rekkehus,TB,Tatt i bruk,10101,10101,19750815,19750815,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,109.0,109.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6574658.4,621696.87,,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6579087.56,280012.01,0.0,1,N,0.0,A,X,,C,"{'x': 621696.8700000001, 'y': 6574658.4, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0,0.0,0,[0],[2.50272634 2.35008405 2.2562444  ... 3.02426734 2.77923765 2.69982541],[0.45392142 0.3533553  0.31763508 ... 0.77979962 0.6951702  0.55173983],[0.71506467 0.67145258 0.64464126 ... 0.86407638 0.7940679  0.77137869],"[-1.78766167 -1.67863146 -1.61160314 ... -2.16019096 -1.98516975
 -1.92844672]",[0. 0. 0. ... 0. 0. 0.],0,0,[1.88405076 1.69626046 1.60691759 ... 2.50795239 2.283306   2.09449721],13900.0,4.0
